descripcion_proveedor,descripcion_match,similitud
agarol frutilla frasco por 390 mililitros,pervino  antiseptico bucal extra mint  65 mililitros,0.7672167
agarol frutilla frasco por 390 mililitros,pervino  quirurgico envase  200 mililitros,0.7666053
agarol vainilla frasco por 180 mililitros,pervisept spray  180 mililitros,0.91450673
agarol vainilla frasco por 180 mililitros,arixtra 75 miligramos 06 mililitros jeringa prellenada  5,0.7680585
agarol vainilla frasco por 180 mililitros,arixtra 25 miligramos 05 mililitros jeringa prellenada  5,0.7676987
agarol vainilla frasco por 390 mililitros,arixtra 75 miligramos 06 mililitros jeringa prellenada  5,0.76822
agarol vainilla frasco por 390 mililitros,arixtra 25 miligramos 05 mililitros jeringa prellenada  5,0.7677904
agarol vainilla frasco por 390 mililitros,clare  compuesto solucion oftalmica  5 mililitros,0.7663414
agarol gelcaps capsulas blandas estuche por 10,doxtran gesic comprimidos recubierto  10,0.9480991
agarol gelcaps capsulas blandas estuche por 10,doxtran flex comprimidos recubierto  10,0.945988
agarol gelcaps capsulas blandas estuche por 10,loreme  descongestivo comprimidos  10,0.9370867
agarol gelcaps capsulas blandas estuche por 20,doxtran gesic comprimidos recubierto  20,0.9487951
agarol gelcaps capsulas blandas estuche por 20,pulsar enzimatico comprimidos  20,0.94688195
agarol gelcaps capsulas blandas estuche por 20,doxtran flex comprimidos recubierto  20,0.9462887
agarol pur 12 sobres  17 gramos,agiofibras sobres  12,0.82295024
agarol pur 12 sobres  17 gramos,clavulo  1 gramos comprimidos  12,0.80737025
agarol pur 12 sobres  17 gramos,ventoplus nebu 125 miligramos a  12,0.8057758
agarol pur 5 sobres  17 gramos,palite  400 miligramos comprimidos  5,0.81453574
agarol pur 5 sobres  17 gramos,dafe  5 miligramos compdispers  30,0.8091412
agarol pur 5 sobres  17 gramos,rabloc 5 miligramos comprimidos  30,0.8090487
agiola  100 grs,pervino  soltpica  100 mililitros,0.92358685
agiola  100 grs,tanakan grag  100,0.9121116
agiola  100 grs,neumote  nasal spray  100 dosis,0.8975805
agiola  250 grs,agiofibras gran  250 gramos,0.93706226
agiola  250 grs,usar fibras frasco  250 mililitros,0.88808906
agiola  250 grs,pervicol gel manzvercv  250 mililitros,0.8854029
alerni  24 rapida accion cpsulas blandas  10,rudoxil crema 10 miligramos capsulas  28,0.86506945
alerni  24 rapida accion cpsulas blandas  10,omate  100 miligramos jeringa prellenada  10,0.85247403
alerni  24 rapida accion cpsulas blandas  10,acotral 10 miligramos comprimidos  20,0.8455946
alerni  24 rapida accion cpsulas blandas  20,rudoxil crema 20 miligramos capsulas  28,0.86592084
alerni  24 rapida accion cpsulas blandas  20,teosona 400 miligramos 24 hs comprimidos  20,0.86134464
alerni  24 rapida accion cpsulas blandas  20,teosona micro 250 miligramos capsulas  20,0.8556246
alerni  24 rapida accion expendedor 10 blister  5 capsulas,teosona 200 miligramos a  5  10 mililitros,0.84119636
alerni  24 rapida accion expendedor 10 blister  5 capsulas,rudoxil crema 10 miligramos capsulas  28,0.81257075
alerni  24 rapida accion expendedor 10 blister  5 capsulas,omate  100 miligramos jeringa prellenada  10,0.7973624
alerni  spray spray nasal  10 mililitros,doxtran flex comprimidos recubierto  10,0.9163463
alerni  spray spray nasal  10 mililitros,doxtran gesic comprimidos recubierto  10,0.9143409
alerni  spray spray nasal  10 mililitros,megale  antiacido compmast  10,0.91334486
alerni  spray nasal cort 120 dosis,neumoterol pediatrico capsulas  120 saplicador,0.9211081
alerni  spray nasal cort 120 dosis,neumoterol pediatrico capsulas  120 aplic,0.9209471
alerni  spray nasal cort 120 dosis,mucome  jarabe  120 mililitros,0.91411096
alerni  spray nasal cort 60 dosis,neumoterol pediatrico capsulas  60 saplicador,0.91919005
alerni  spray nasal cort 60 dosis,neumoterol pediatrico capsulas  60 aplic,0.9186328
alerni  spray nasal cort 60 dosis,pervino  solbucofar  60 mililitros,0.9137198
alvetide 92  22 microgramo  30 dosis,xanol 12 microgramo capsulas  30,0.7969001
alvetide 92  22 microgramo  30 dosis,xanol 6 microgramo capsulas  30,0.79369676
alvetide 92  22 microgramo  30 dosis,doxolbran 4 miligramos comprimidos  30,0.79358464
alvetide 184  22 microgramo  30 dosis,doxolbran 4 miligramos comprimidos  30,0.79163873
alvetide 184  22 microgramo  30 dosis,xanol 12 microgramo capsulas  30,0.79088455
alvetide 184  22 microgramo  30 dosis,doxolbran 2 miligramos comprimidos  30,0.7893716
ambril jarabe frasco  120 mililitros,aminofilin forte jarabe  120 mililitros,0.9675242
ambril jarabe frasco  120 mililitros,loreme  jarabe  120 mililitros,0.96656835
ambril jarabe frasco  120 mililitros,fatigan bronquial jarabe  120 mililitros,0.96461505
anemidox ampollas envase  3 pares,doxtran b 12 inyeccion frasco ampolla  3,0.83289224
anemidox ampollas envase  3 pares,aminofilin 200 miligramos inyectable  3,0.7965094
anemidox ampollas envase  3 pares,dexa aminofilin 200 miligramos inyectable  3,0.7911207
anemidox ampollas envase  6 pares,doxtran b 12 inyeccion frasco ampolla  6,0.83313614
anemidox ampollas envase  6 pares,me  24 comprimidos  6,0.8117991
anemidox ampollas envase  6 pares,aminofilin 200 miligramos inyectable  6,0.7982039
anemidox ferrum cpsulas  30,flebitol comprimidos  30,0.9550331
anemidox ferrum cpsulas  30,cvp cellulite comprimidos  30,0.94204575
anemidox ferrum cpsulas  30,plenovit ginsengc capsulas  30,0.92108864
anemidox ferrum cpsulas  60,mosar plus comprimidos  60,0.912583
anemidox ferrum cpsulas  60,plenovit multivitaminas adcomp  60,0.9071981
anemidox ferrum cpsulas  60,neumoterol pediatrico capsulas  60 aplic,0.90468425
anemidox ultra cpsulas  30,flebitol comprimidos  30,0.9621699
anemidox ultra cpsulas  30,cvp cellulite comprimidos  30,0.9494151
anemidox ultra cpsulas  30,plenovit melatonina comprimidos  30,0.9307017
anemidox ultra cpsulas  60,mosar plus comprimidos  60,0.92452276
anemidox ultra cpsulas  60,neumoterol pediatrico capsulas  60 aplic,0.92292607
anemidox ultra cpsulas  60,mosar enzimatico comprimidos  60,0.9154993
anusol duo crema pomo por 10 gramos,megale  antiacido compmast  10,0.9452042
anusol duo crema pomo por 10 gramos,causalon grip comprimidos  10,0.94255805
anusol duo crema pomo por 10 gramos,doxtran gesic comprimidos recubierto  10,0.94226223
anusol duo s supositorios estuche por 12,loreme  antigripal comprimidos  12,0.9041916
anusol duo s supositorios estuche por 12,agiofibras sobres  12,0.8951434
anusol duo s supositorios estuche por 12,agiola  sobres  12,0.8485864
arami  10 miligramos  comprimidos  15,rabloc 10 miligramos comprimidos  15,0.98377955
arami  10 miligramos  comprimidos  15,mextran 15 miligramos compran  10,0.94251406
arami  10 miligramos  comprimidos  15,nefagrel 10 miligramos comprimidos  15,0.94213647
arami  10 miligramos  comprimidos  30,dafe  10 miligramos comprimidos  30,0.9873394
arami  10 miligramos  comprimidos  30,acotral 10 miligramos comprimidos  30,0.9863085
arami  10 miligramos  comprimidos  30,loreme  antialergico 10 miligramos comprimidos  30,0.9695014
arami  20 miligramos  comprimidos  30,olmec 20 miligramos comprimidos  30,0.9762932
arami  20 miligramos  comprimidos  30,olane 20 miligramos comprimidos recubierto  30,0.97354287
arami  20 miligramos  comprimidos  30,idesole 30 miligramos comprimidos recubierto  20,0.97163546
asumlea 60 miligramos por mililitro jer prellenada  1 mililitros,mosar 1% pvopsusporal  60 mililitros,0.9270724
asumlea 60 miligramos por mililitro jer prellenada  1 mililitros,kalter 40 miligramos comprimidos recubierto  60,0.85818744
asumlea 60 miligramos por mililitro jer prellenada  1 mililitros,mosar 25 miligramos comprimidos recubierto  60,0.85484165
artricare 50 miligramos cpsulas  30,dafe  50 miligramos compdispers  30,0.9637811
artricare 50 miligramos cpsulas  30,acotral 10 miligramos comprimidos  30,0.8705605
artricare 50 miligramos cpsulas  30,idesole ii 45 miligramos comprimidos  30,0.8672857
arvo solucion oft  25 mililitros,causalon gotas  25 mililitros,0.9432991
arvo solucion oft  25 mililitros,pulsar gotas  25 mililitros,0.9410206
arvo solucion oft  25 mililitros,respisol spray nasal  25 mililitros,0.91430867
auda  cpsulas  30,pervino  gasa  30,0.9368221
auda  cpsulas  30,cvp cellulite comprimidos  30,0.93627423
auda  cpsulas  30,flebitol comprimidos  30,0.930423
aziatop 20 miligramos cpsulas  14,acotral 10 miligramos comprimidos  20,0.86726
aziatop 20 miligramos cpsulas  14,rudoxil crema 20 miligramos capsulas  28,0.86220354
aziatop 20 miligramos cpsulas  14,palite  100 miligramos comprimidos  20,0.86175567
aziatop 20 miligramos cpsulas  28,rudoxil crema 20 miligramos capsulas  28,0.9643622
aziatop 20 miligramos cpsulas  28,acotral 10 miligramos comprimidos  20,0.8665481
aziatop 20 miligramos cpsulas  28,rudoxil crema 10 miligramos capsulas  28,0.86530894
aziatop reflu  20 miligramos comprimidos  14,acotral 10 miligramos comprimidos  20,0.88056636
aziatop reflu  20 miligramos comprimidos  14,palite  100 miligramos comprimidos  20,0.8799985
aziatop reflu  20 miligramos comprimidos  14,mefeni  20 miligramos comprimidos recubierto  20,0.8794342
benadryl cpsulas estuche por 30,plenovit vitamina c adcompmast  30,0.9479558
benadryl cpsulas estuche por 30,plenovit melatonina comprimidos  30,0.94328177
benadryl cpsulas estuche por 30,megale  antiacido compmast  30,0.94326186
benadryl inyectable 1 ampolla por 5 mililitros,arixtra 5 miligramos 04 mililitros jeringa prellenada  1,0.86920357
benadryl inyectable 1 ampolla por 5 mililitros,mosar 1% pvopsusporal  60 mililitros,0.8483089
benadryl inyectable 1 ampolla por 5 mililitros,omate  40 miligramos jeringa prellenada  1,0.8370768
benadryl jarabe frasco por 240 mililitros,pervino  antiseptico bucal fresh mint  240 mililitros,0.9528901
benadryl jarabe frasco por 240 mililitros,pervino  antiseptico bucal extra mint  240 mililitros,0.95213157
benadryl jarabe frasco por 240 mililitros,pervino  antiseptico bucal fruit  240 mililitros,0.9418576
benadryl 24 comprimidos  10,me  24 comprimidos  6,0.8582291
benadryl 24 comprimidos  10,rudoxil crema 10 miligramos capsulas  28,0.8264736
benadryl 24 comprimidos  10,rabloc 10 miligramos comprimidos  15,0.82296354
benadryl 24 flash comprimidos  10,me  24 comprimidos  6,0.8586982
benadryl 24 flash comprimidos  10,rudoxil crema 10 miligramos capsulas  28,0.83682305
benadryl 24 flash comprimidos  10,loreme  antigripal comprimidos  24,0.8294255
benadryl antitusivo jarabe frasco por 240 mililitros,pervino  antiseptico bucal fresh mint  240 mililitros,0.9561289
benadryl antitusivo jarabe frasco por 240 mililitros,pervino  antiseptico bucal extra mint  240 mililitros,0.9546031
benadryl antitusivo jarabe frasco por 240 mililitros,pervino  antiseptico bucal fruit  240 mililitros,0.94457257
benadryl dm compuesto jarabe frasco por 240 mililitros,pervino  antiseptico bucal extra mint  240 mililitros,0.93514806
benadryl dm compuesto jarabe frasco por 240 mililitros,pervino  antiseptico bucal fresh mint  240 mililitros,0.93345964
benadryl dm compuesto jarabe frasco por 240 mililitros,pervino  antiseptico bucal fruit  240 mililitros,0.9148849
berlofen solucion oft  5 mililitros,clare  compuesto solucion oftalmica  5 mililitros,0.9106411
berlofen solucion oft  5 mililitros,dafe  5 miligramos compdispers  30,0.8339523
berlofen solucion oft  5 mililitros,emivo  8 miligramos a  5,0.8280579
bertel 40 miligramos comprimidos  28,rudoxil crema 40 miligramos capsulas  28,0.9373582
bertel 40 miligramos comprimidos  28,kalter 40 miligramos comprimidos recubierto  30,0.8831925
bertel 40 miligramos comprimidos  28,kalter 40 miligramos comprimidos recubierto  60,0.8831304
bertel 80 miligramos comprimidos  28,rudoxil crema 80 miligramos capsulas  28,0.94160485
bertel 80 miligramos comprimidos  28,mezine xr 75 miligramos comprimidos  28,0.8792711
bertel 80 miligramos comprimidos  28,mezine xr 150 miligramos comprimidos  28,0.8764146
bertel d 40125 miligramos comprimidos  28,mezine xr 75 miligramos comprimidos  28,0.8795248
bertel d 40125 miligramos comprimidos  28,mezine xr 225 miligramos comprimidos  28,0.8790178
bertel d 40125 miligramos comprimidos  28,mezine xr 150 miligramos comprimidos  28,0.8785936
bertel d 80125 miligramos comprimidos  28,mezine xr 75 miligramos comprimidos  28,0.8747068
bertel d 80125 miligramos comprimidos  28,mezine xr 150 miligramos comprimidos  28,0.8733379
bertel d 80125 miligramos comprimidos  28,mezine xr 225 miligramos comprimidos  28,0.8713879
biogrip plus comprimidos  16,terfenadina dg comprimidos  16,0.9327503
biogrip plus comprimidos  16,neo kef comprimidos  16,0.913191
biogrip plus comprimidos  16,dresan biotic comprimidos  16,0.9060734
biogrip plus comprimidos  8,terfenadina dg comprimidos  8,0.9265057
biogrip plus comprimidos  8,dresan biotic comprimidos  8,0.90528166
biogrip plus comprimidos  8,emivo  8 miligramos a  1,0.78887177
bronquisedan jarabe adultos  150 mililitros,pervino  aer  150 mililitros,0.95260453
bronquisedan jarabe adultos  150 mililitros,pervisept aerosol aerosol  150 mililitros,0.9173328
bronquisedan jarabe adultos  150 mililitros,mezine xr 150 miligramos comprimidos  14,0.8341184
bronquisedan jarabe nios  120 mililitros,loreme  jarabe  120 mililitros,0.9710475
bronquisedan jarabe nios  120 mililitros,fatigan bronquial jarabe  120 mililitros,0.97050637
bronquisedan jarabe nios  120 mililitros,mucome  jarabe  120 mililitros,0.96563995
bronquisedan ma  200 miligramos  150 mililitros,mezine xr 150 miligramos comprimidos  14,0.8621503
bronquisedan ma  200 miligramos  150 mililitros,dexa aminofilin 200 miligramos jarabe  100 mililitros,0.86112
bronquisedan ma  200 miligramos  150 mililitros,mezine xr 150 miligramos comprimidos  28,0.8601673
cvp duo comprimidos rec  10,cvpforte comprimidos  10,0.96467537
cvp duo comprimidos rec  10,cortaler novo comprimidos  10,0.9450615
cvp duo comprimidos rec  10,cvpflebo capsulas  10,0.92830104
cvp duo comprimidos rec  25,respisol spray nasal  25 mililitros,0.8611182
cvp duo comprimidos rec  25,causalon gotas  25 mililitros,0.844658
cvp duo comprimidos rec  25,pulsar gotas  25 mililitros,0.83886343
cvp duo comprimidos rec  50,cvpflebo capsulas  50,0.92295754
cvp duo comprimidos rec  50,inteligen ginseng fuerte comprimidos recubierto  50,0.9185502
cvp duo comprimidos rec  50,causalon comprimidos  50,0.9075213
caladryl caladryl locion  110 pack promocional,pervicol pomo gel  123 mililitros,0.74377376
caladryl caladryl locion  110 pack promocional,pervino  antiseptico bucal fruit  480 mililitros,0.7434449
caladryl caladryl locion  110 pack promocional,omate  40 miligramos jeringa prellenada  1,0.74333006
caladryl crema pomo por 70 gramos,cefuro  250 miligramos susporal  70 mililitros,0.8141468
caladryl crema pomo por 70 gramos,pervino  antiseptico bucal fresh mint  480 mililitros,0.7546708
caladryl crema pomo por 70 gramos,pervino  antiseptico bucal extra mint  480 mililitros,0.7540905
caladryl locin frasco por 100 mililitros,causalon ibu susporal  100 mililitros,0.96344537
caladryl locin frasco por 100 mililitros,pervino  jabliq  100 mililitros,0.9530674
caladryl locin frasco por 100 mililitros,plenovit vitamina c adcompmast  100,0.9449009
caladryl incoloro crema pomo por 70 gramos,cefuro  250 miligramos susporal  70 mililitros,0.8177906
caladryl incoloro crema pomo por 70 gramos,pervino  antiseptico bucal extra mint  65 mililitros,0.7602198
caladryl incoloro crema pomo por 70 gramos,pervino  antiseptico bucal extra mint  480 mililitros,0.7597499
caladryl incoloro locin frasco por 100 mililitros,causalon ibu susporal  100 mililitros,0.9468053
caladryl incoloro locin frasco por 100 mililitros,pervino  jabliq  100 mililitros,0.9349493
caladryl incoloro locin frasco por 100 mililitros,pervino  soltpica  100 mililitros,0.9208865
caladryl incoloro spray  90 mililitros,causalon ibu susporal  90 mililitros,0.9505683
caladryl incoloro spray  90 mililitros,nateglin 90 miligramos comprimidos  24,0.82288986
caladryl incoloro spray  90 mililitros,nateglin 90 miligramos comprimidos  48,0.8218324
caladryl corp caladryl corp deshidratada emul 400 mililitros,ibuprofeni  mujer 400 miligramos comprimidos  10,0.818109
caladryl corp caladryl corp deshidratada emul 400 mililitros,palite  400 miligramos comprimidos  5,0.81659395
caladryl corp caladryl corp deshidratada emul 400 mililitros,ibuprofeni  400 miligramos comprimidos  20,0.8035106
caladryl corp caladryl corp diabetes emul 400 mililitros,ibuprofeni  mujer 400 miligramos comprimidos  10,0.8118973
caladryl corp caladryl corp diabetes emul 400 mililitros,palite  400 miligramos comprimidos  5,0.81186146
caladryl corp caladryl corp diabetes emul 400 mililitros,ibuprofeni  400 miligramos comprimidos  20,0.80324376
caladryl corp caladryl corp sensible emul 400 mililitros,ibuprofeni  mujer 400 miligramos comprimidos  10,0.82098335
caladryl corp caladryl corp sensible emul 400 mililitros,palite  400 miligramos comprimidos  5,0.81771475
